id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
6PrKZUXJPmBiobMN44yR8Y,0.826,0.134,0.474,0.58,0.195,-13.864,0.0518,98.854,0.133
4HBMnZFquWVTATSjTABueZ,0.908,0.305,0.31,0.695,0.0574,-19.617,0.0355,154.775,0.24
2TTwSbzdUsJPKioJ868N9D,0.447,0.0605,0.128,0.89,0.0862,-17.166,0.0524,58.993,0.0314
1HmZgTVaxF2xRdPaxO7hAf,0.669,0.153,0.0311,0.84,0.701,-26.357,0.0523,94.578,0.0398
6vtY2LUeXJ7KISwgiTu0Ph,0.938,0.0767,0.0223,0.848,0.0998,-27.684,0.0372,79.803,0.0479
2Ow0yMUSccQ4vmfq8pyCCF,0.978,0.121,0.0238,0.91,0.0771,-28.614,0.04,95.821,0.03
4IDn6FlDFosueSOH0mfExb,0.969,0.108,0.0439,0.959,0.105,-28.888,0.0425,69.395,0.0494
17i5jLpzndlQhbS4SrTd0B,0.89,0.275,0.157,0.842,0.186,-18.752,0.0636,73.289,0.304
4LvswFQIJCZcBOTBiKJ39m,0.979,0.297,0.0545,0.828,0.0686,-24.601,0.0508,67.627,0.0574
1ipJdiNMjgvfAilddGT9sI,0.995,0.308,0.00605,0.929,0.0869,-35.164,0.0486,66.122,0.0739
0AV6qRaNajFNakSCOrXOkT,0.892,0.122,0.0528,0.912,0.269,-23.486,0.0381,84.815,0.0327
0a9mUPCyu1R2kxRqDoO9Q3,0.994,0.421,0.00391,0.966,0.162,-34.993,0.0688,135.028,0.177
0QDxP1NMCfKdnLCMY2sOcy,0.973,0.215,0.095,0.000371,0.126,-20.819,0.0481,75.846,0.0742
74unAIRMOGUBYZLhIUUztr,0.939,0.567,0.277,0.841,0.125,-13.403,0.1,183.836,0.326
7hPr0zUTwv36B0zEEaZIXL,0.99,0.138,0.0661,0.906,0.104,-21.33,0.043,75.859,0.0399
1e8K0unvq6bS23MgNhEqnd,0.976,0.139,0.126,0.402,0.109,-21.421,0.0446,89.088,0.15
3qmBqj3EmghQ4UayTRBbL1,0.994,0.107,0.032,0.942,0.0865,-29.055,0.0503,84.329,0.0317
3pDcfGFaFitzMZZ3xj5HoQ,0.96,0.549,0.218,0.643,0.131,-22.073,0.0374,101.414,0.886
2n4qxtA4E5aUz3JPa0ny9o,0.927,0.0742,0.0363,0.777,0.0684,-31.432,0.0431,78.927,0.0278
6gKtGkDTPjVMsWt02bGCHn,0.989,0.264,0.0782,0.906,0.19,-23.093,0.0384,137.183,0.16
6FbPeP7zBqDfWUFSotbmUq,0.933,0.385,0.241,0.781,0.061,-14.508,0.0468,109.346,0.201
79kGOM2eXbPvcpWCGUwKLz,0.888,0.0826,0.0527,0.651,0.0935,-23.465,0.0429,78.238,0.0777
1rnI1rsLsAxitG1OkAFkaY,0.904,0.188,0.043,8.44e-06,0.11,-26.912,0.0352,85.21,0.157
2PHZPYwfvkEDmyhIez05fq,0.977,0.437,0.123,0.884,0.0919,-14.54,0.0348,101.011,0.048
3Cf47MOQsa3ijid90gr5Io,0.988,0.435,0.0428,0.929,0.107,-25.853,0.0377,141.316,0.152
4RDQc1lHscLD6i8WjzwpyG,0.995,0.316,0.0151,0.905,0.0972,-29.192,0.04,66.452,0.0943
64SmfekfWcFnTedsr6kKyy,0.973,0.135,0.00257,0.869,0.159,-39.28,0.0375,89.063,0.0307
6fvu2d6gHAdiNCMco4lTxK,0.994,0.0677,0.0581,0.567,0.117,-25.662,0.0402,73.509,0.0372
0QhS1nUm7KHdR4fCLWorbR,0.955,0.134,0.0417,0.651,0.09,-30.472,0.0435,87.115,0.0575
2LhRrWfxTV6ZW1XAOb2OGa,0.47,0.422,0.289,0.839,0.0782,-13.669,0.0469,113.961,0.0392
05iURKvut2OWEzPHQUhDT5,0.942,0.0685,0.0173,0.66,0.1,-26.846,0.0408,74.996,0.073
6yeqdGVLtsMucpxRZ9Hz6v,0.956,0.266,0.0767,0.782,0.076,-19.58,0.0573,185.654,0.0399
3BO3R8SLyb9cfSCgk1kXUl,0.867,0.147,0.247,0.971,0.0903,-16.216,0.0387,138.457,0.0384
6peXCPlFpyZr2uvEJICXw0,0.981,0.174,0.0507,0.853,0.0659,-26.392,0.0455,173.216,0.0336
5ztLCIjBElyDk5qXfGRNNP,0.972,0.303,0.265,0.925,0.121,-23.025,0.0674,160.775,0.329
4rFxf3jRHH8YoOEh7opTli,0.991,0.637,0.0193,0.908,0.114,-24.66,0.0637,126.786,0.139
2w1UWIyMRcNqbseWaJJ5XX,0.885,0.086,0.287,0.804,0.0601,-15.541,0.0358,82.604,0.0568
77hYBIovOglMHZV6IIo1Mf,0.866,0.395,0.858,0.217,0.213,-16.12,0.047,171.549,0.51
2Ua2U7enh9ErAF6DaJh4hg,0.994,0.38,0.0089,0.891,0.0961,-33.388,0.0491,71.024,0.0807
68oxELAW6URbwJCKmBiNDa,0.746,0.138,0.712,0.773,0.0714,-5.271,0.069,99.877,0.133
43kIdtVGy6l5207N9UgHRF,0.842,0.0826,0.141,0.809,0.1,-22.124,0.0443,171.386,0.035
5zO6zyBZd6zqdFBBDZKIds,0.977,0.212,0.0457,0.928,0.0781,-26.263,0.0458,121.764,0.1
2CIY2peTbSKNNHgykODpO4,0.892,0.239,0.154,0.344,0.0664,-16.806,0.0389,92.051,0.162
2cIUOae4mpQt5PsD8Mqver,0.791,0.0906,0.0619,0.838,0.11,-27.055,0.0452,86.672,0.0309
5XagtNKNl6E0VFn2d355oe,0.772,0.236,0.268,0.95,0.204,-17.209,0.0341,77.536,0.0698
2pr6us08iPNzIex5q6fMvI,0.994,0.483,0.0176,0.928,0.0912,-25.501,0.052,76.384,0.2
2GaUVhmY7PKNg9BXeJ9DDr,0.989,0.231,0.0387,2.48e-05,0.199,-24.736,0.0482,99.724,0.0962
4BkaO57Zh4Ra5aMIwrzAeT,0.391,0.163,0.245,0.728,0.107,-14.819,0.0322,81.52,0.0372
2pxM1i3B5CpUZNTy8laF3h,0.749,0.234,0.271,0.948,0.0974,-15.996,0.031,85.799,0.127
2lx4xGRieHpFgzzqP6ArDP,0.657,0.0791,0.175,0.878,0.0753,-20.152,0.0432,83.322,0.0333
5PvjR65Uvf6nwBe0Ko9O7z,0.956,0.178,0.111,4.72e-06,0.105,-19.636,0.054,77.272,0.0385
0abApP5Xl9PVwuE0Vo4Oyz,0.987,0.343,0.182,0.883,0.745,-19.708,0.0417,67.339,0.0844
1AUiVg8Q8VSgWeA1c14ZWl,0.995,0.337,0.0295,0.934,0.111,-26.308,0.0503,69.188,0.0387
1n8NKQRg8LVHy7oUhUgbFF,0.897,0.156,0.162,0.691,0.111,-17.101,0.036,73.407,0.077
4jNQkWhuzqrbqQuqanFFJ6,0.906,0.333,0.114,0.96,0.119,-21.255,0.0453,141.839,0.0566
0PlTjNRzj6MkPfaLHNeZLZ,0.937,0.148,0.106,0.704,0.093,-21.747,0.0388,68.455,0.0806
50QqEXWsT4M0fP6HnrmgSi,0.982,0.58,0.252,0.295,0.076,-14.003,0.0381,128.561,0.563
2rPtGpmfYeGQ0S9s3otPH9,0.89,0.32,0.0856,0.0255,0.0912,-20.375,0.0413,47.382,0.0815
0voFtFihGCCN9p1M94CPRd,0.8,0.0962,0.14,0.909,0.0911,-18.478,0.0406,77.021,0.0373
6O7Et1ArYoS9nOKwRjK3Oq,0.946,0.176,0.106,0.598,0.0858,-25.103,0.0459,107.057,0.111
4crt0YfhobrACFanvo5ECU,0.912,0.0865,0.0491,0.594,0.0969,-27.372,0.0391,85.214,0.0314
1my4A3uRDX1AU1xRDiEPni,0.911,0.219,0.26,0.901,0.159,-16.721,0.04,96.664,0.0756
5YS9gUKBLEOBq0eVZl2klr,0.962,0.0727,0.0185,0.776,0.105,-31.899,0.045,78.46,0.0348
1LWabh9wqLITaRpYe82PoD,0.995,0.591,0.304,0.927,0.146,-16.902,0.0491,102.35,0.187
37TBjwOpcQIo9IhScN3XhL,0.896,0.153,0.0443,0.865,0.353,-21.68,0.0411,85.317,0.0276
7H1WfmD5iXfUmPZA8xKZM2,0.532,0.0936,0.218,0.947,0.105,-15.8,0.0348,86.957,0.0573
2URjwQulkDiDmFdjSPrcSc,0.972,0.0623,0.00246,0.853,0.0771,-39.609,0.0457,70.2,0.0428
24A3HjyT5sGnrejr7yLDod,0.992,0.393,0.0462,0.906,0.1,-25.575,0.0379,136.88,0.071
7e8ZbMDwjdbUHWsoMOlZCd,0.876,0.263,0.27,0.865,0.0562,-16.85,0.0348,129.095,0.228
3wcoGdd2Ff7wq76TyQfLko,0.986,0.459,0.102,0.828,0.239,-20.418,0.044,96.625,0.17
6pJZ6ah8d9fQmZJrBB5JPL,0.761,0.114,0.116,0.154,0.18,-23.2,0.0402,92.748,0.0686
1VcGL267AesH4UouorKhsE,0.914,0.132,0.264,0.576,0.656,-20.499,0.0682,68.734,0.0697
7pHdkCXkeC8AYHMcIDzUdf,0.973,0.365,0.229,0.888,0.216,-16.174,0.0397,131.935,0.279
02TadnJNMcVjr4baY39H1p,0.893,0.39,0.157,0.937,0.256,-15.898,0.0412,109.964,0.571
1K2NgS8UaPjRtbGvUYE7Dw,0.996,0.329,0.00695,0.866,0.0906,-34.227,0.0448,70.295,0.238
4yRMcsWVWCYGQPj5am1UCP,0.772,0.218,0.19,0.749,0.133,-20.281,0.0355,78.962,0.0695
5dW3suh54vtbllAQgwS249,0.74,0.273,0.0201,0.958,0.0867,-25.591,0.0396,112.277,0.036
3TPucnH2T71lgcmhsTZVMT,0.967,0.369,0.246,0.793,0.111,-17.208,0.0497,114.416,0.239
3HdhJ7QOAKrvM2aEx4gzv5,0.971,0.15,0.127,0.901,0.373,-21.071,0.0371,92.107,0.0345
7BqaOESZ5nhYCScQpKuI5d,0.987,0.194,0.042,0.00749,0.132,-21.825,0.0464,88.324,0.0333
489iiJI4OL84YdgrKJPTFd,0.987,0.146,0.00729,0.904,0.0863,-27.163,0.039,72.227,0.0368
1zWaVBjPgKcFM25rpAAjKc,0.96,0.302,0.235,0.864,0.0945,-18.546,0.0379,93.52,0.124
1QlGhMVQkxVaPx1xn1iytU,0.85,0.113,0.0657,0.879,0.0755,-24.508,0.0435,78.403,0.0383
4zo9nVH8uBk5DnUa92ogWn,0.983,0.121,0.0791,0.923,0.113,-21.275,0.0428,168.037,0.038
2xORus0TIDTVKatLletu1B,0.963,0.24,0.281,0.00116,0.0992,-12.777,0.0568,176.997,0.0906
5rSR9a0inBSyYlNTLa8BLi,0.925,0.231,0.111,0.834,0.23,-22.121,0.0398,86.298,0.193
0kbLBB45YGGWNu3AUL6FIL,0.842,0.421,0.117,0.948,0.116,-17.703,0.04,104.111,0.181
0kd2DKhQH2lEH6esChjd9C,0.992,0.19,0.0567,0.709,0.0829,-23.509,0.0357,101.917,0.0675
6RuLvotrYaws3OMLekBrub,0.874,0.109,0.275,0.73,0.177,-13.254,0.0412,81.545,0.035
65ncpfpqS6d0oF9UaIbvBn,0.995,0.313,0.0368,0.902,0.0877,-26.294,0.0395,130.213,0.104
7nnjUHV4bxuHVdrADKZber,0.978,0.286,0.045,0.263,0.112,-27.32,0.0431,89.694,0.0733
0sPzBdSWYsp5X9qLyplRVV,0.941,0.148,0.07,0.883,0.153,-19.721,0.046,75.46,0.0386
7jSQaXLzpLHjSQTev2krvT,0.978,0.197,0.0364,0.975,0.102,-27.405,0.0455,82.966,0.0581
2jUfzc1laRhp7krOq6zSns,0.956,0.382,0.349,0.769,0.0657,-16.071,0.063,116.243,0.0951
6Fn1nJXDFywPRM4J6KsTr2,0.988,0.319,0.0712,0.905,0.141,-26.415,0.0379,95.365,0.0835
7jajXMQrgyZTU9t0YkdRXW,0.776,0.445,0.598,0.583,0.119,-18.742,0.0972,116.439,0.0387
7nHvS6UUhz2gJhj8TIROLX,0.912,0.0876,0.0865,0.896,0.0906,-20.431,0.0457,86.437,0.0298
5C4e0Zuh6pDyEGFn5ShmBi,0.918,0.155,0.19,0.864,0.226,-20.06,0.038,86.562,0.0361
0IbYGw9FH74pBQvj53Xk8l,0.947,0.605,0.0206,0.76,0.0832,-29.776,0.0311,145.047,0.0592
1qxGvwVUopoFqCeuHzECUB,0.898,0.225,0.0667,0.202,0.189,-26.712,0.0481,63.9,0.118
4sS6WUtvjFWLui3Jj8C6zl,0.726,0.255,0.246,0.461,0.272,-16.106,0.0388,62.68,0.303
1P30rGmTCmtkYzjddyfpss,0.741,0.348,0.368,0.703,0.183,-11.518,0.0359,116.8,0.0504
2txF2tgoSqvV4Mxqq0hBri,0.903,0.264,0.182,0.53,0.201,-17.877,0.0404,116.51,0.171
1qbsaOxbQKRLDTSyS6XcFG,0.992,0.323,0.00258,0.8,0.0828,-37.052,0.0376,67.322,0.0353
0ZdliwFyLsOCfD6hPSgoXX,0.914,0.45,0.266,0.919,0.0485,-17.195,0.0393,116.322,0.451
1lIcdDpGlc2mO2LYA0f5KM,0.941,0.137,0.0625,0.926,0.277,-22.77,0.04,87.682,0.0365
245S8bjhSlQmrdOClFKrdG,0.965,0.255,0.0499,0.811,0.0922,-22.288,0.0392,101.826,0.0517
55xly70WJY1cx5qsoogaqs,0.91,0.345,0.149,0.915,0.0845,-23.888,0.0508,120.254,0.0563
2yJVk6jfa2xAEqVb2qDFgn,0.414,0.0745,0.0773,0.884,0.119,-20.663,0.0449,79.865,0.0383
4fM3elAWY0M2fDVW6rg9IQ,0.937,0.142,0.165,0.782,0.0809,-15.036,0.0453,78.063,0.114
7fjCjhCZdR0gSPVyv3DluQ,0.78,0.442,0.247,0.5,0.184,-15.59,0.0457,112.065,0.0395
3y9uQIatvsOg3tI8mPK8u4,0.984,0.114,0.057,0.471,0.124,-25.618,0.0514,83.786,0.0387
67F2FBLJL9Wn09qvPe6XVa,0.863,0.245,0.247,0.698,0.366,-19.534,0.0498,73.114,0.107
2cl3STzwTmCH93choV3TCl,0.971,0.172,0.144,0.412,0.147,-20.376,0.0352,59.428,0.0394
614GvG7YckXnPC9nCVeN0P,0.966,0.587,0.121,0.92,0.116,-24.121,0.0392,107.416,0.719
70nMUxP46mAcjW5iRpRiyN,0.987,0.223,0.0299,0.947,0.0711,-27.344,0.0493,115.163,0.0468
4GTuTtluEfLEJ7Y2p5FzjW,0.936,0.262,0.048,0.4,0.0917,-22.389,0.0562,81.13,0.175
6515L0Iaaah4YZUJubjfPS,0.988,0.16,0.0157,0.875,0.0594,-30.037,0.0409,65.147,0.0372
3UlRuZWQGw5mfSJFm2jRDT,0.224,0.166,0.0143,0.138,0.143,-35.657,0.0423,174.126,0.0776
55wZi8kAOHttzy927WdDeE,0.938,0.0813,0.0127,0.946,0.078,-29.964,0.0467,81.838,0.0382
2mYuazFCuAeDsU2EkY68Bp,0.858,0.158,0.103,0.604,0.0973,-23.792,0.0449,107.012,0.0393
6i8DgNw7IZAqw8jjtHWN44,0.922,0.236,0.0514,0.227,0.0851,-20.667,0.045,80.267,0.0396
3hO3haFBsrcCzIFd6HJXnj,0.994,0.401,0.0109,0.945,0.0956,-28.756,0.064,73.103,0.0378
39ixK8F8e3D18AYEXtIYFZ,0.988,0.135,0.135,0.804,0.0876,-18.436,0.0447,84.298,0.0378
67l1U6nKf6zgwCV3AhObFa,0.981,0.262,0.0751,0.844,0.108,-17.864,0.0337,173.267,0.182
0AoZvVKE5TXYf81MQcn4S6,0.83,0.37,0.233,0.412,0.0742,-18.745,0.0566,75.827,0.272
1bzFjrI7CYXDcyEYY2iT7M,0.978,0.134,0.0535,0.878,0.0925,-24.726,0.0372,84.088,0.0398
4E1Rquqd8ZAnOy3BYK0K1Z,0.986,0.224,0.0591,0.922,0.128,-24.575,0.0395,62.64,0.0342
2SvULYdmPes23yZQYeLkXV,0.929,0.32,0.127,0.813,0.25,-15.953,0.0366,144.451,0.272
5nsYZFNyMefd50yamWgMfy,0.689,0.274,0.434,0.76,0.0705,-11.61,0.0433,131.962,0.315
0V4rUX2i5m3TaFrDDywRXS,0.82,0.18,0.099,0.881,0.115,-15.878,0.0363,180.393,0.0383
16Da4KMuL78KtBdKUYMQYF,0.451,0.276,0.0147,0.0656,0.0818,-29.406,0.0728,76.358,0.0465
4sm3tGqlJ0qMIUse4syKRI,0.961,0.19,0.107,0.848,0.122,-17.862,0.0481,76.077,0.0506
1nmeX39rjGxyaoSkPxSHwr,0.785,0.169,0.495,0.99,0.213,-18.897,0.0367,143.052,0.89
0itndpPjxQrWj1mDENoKmG,0.538,0.167,0.188,0.925,0.167,-20.7,0.0396,112.296,0.0395
6gz6rxRge7BLRreM9uJXxI,0.537,0.0784,0.101,0.756,0.442,-23.881,0.0451,173.937,0.0368
1VVWruroBOclbhev74ipRG,0.858,0.111,0.0195,0.533,0.0542,-32.776,0.0412,77.653,0.0352
00isAURAZeKQXv6CW2vckb,0.937,0.226,0.155,0.442,0.128,-19.076,0.0379,68.818,0.0811
4XFnHO9oybBaU0h9PgDM3C,0.873,0.529,0.144,0.786,0.0511,-13.893,0.0478,123.034,0.194
5grzlt83cKal2JPOiGeeuv,0.971,0.113,0.0341,0.93,0.24,-22.884,0.0407,79.383,0.0372
28Kit53CTen2YShfgKHpC6,0.864,0.0587,0.0098,0.427,0.134,-30.615,0.0468,50.2,0.0357
1Rb2tPT1l1rU9KtvLHy30E,0.947,0.268,0.144,0.264,0.053,-16.22,0.0336,67.967,0.0902
2gDPe8PE5re1hcxHGxMz7A,0.906,0.517,0.129,0.00777,0.121,-22.93,0.0362,104.562,0.511
2UEer5v08SeaipCQuO4QNb,0.975,0.276,0.0885,0.929,0.0723,-22.54,0.0394,72.134,0.123
6UIn6aFGQYeP2gNAlzSxDg,0.987,0.32,0.0461,0.9,0.114,-28.544,0.0496,84.162,0.167
47oK8fKXXVGsFttsaaUrnu,0.902,0.114,0.21,0.833,0.277,-13.057,0.0374,66.324,0.0742
1FHpgVtsaDeASGQyehjlzS,0.992,0.389,0.0142,0.926,0.0873,-32.378,0.0341,85.227,0.11
7oQ3nJCQKM5KMYIi96vAMr,0.903,0.34,0.123,0.52,0.235,-17.154,0.0335,103.789,0.23
2dVMQ0MWkOspUA2pLNaag2,0.443,0.0856,0.0613,0.682,0.0902,-23.105,0.0448,74.541,0.0314
2ED1VZ53iRImo252U2PEsu,0.974,0.15,0.037,0.00266,0.123,-26.859,0.046,73.132,0.0356
0T02WlrUAK45ApAVVixmcc,0.988,0.201,0.247,0.124,0.111,-13.415,0.044,83.015,0.0627
31loMj4ZFxOedEd2bHHQjg,0.897,0.164,0.0313,0.944,0.0984,-28.301,0.0371,110.028,0.0356
1XIOHToglHMmtXXs1wZLiG,0.958,0.104,0.123,0.877,0.136,-15.678,0.0415,91.597,0.0271
2r2hR9gGMdusndlRzhM0cc,0.938,0.0672,0.0662,0.903,0.112,-23.601,0.0398,71.831,0.0445
2zOGUiRStjCJLbvc7slMLR,0.974,0.145,0.0697,0.853,0.0723,-20.409,0.034,90.132,0.102
5NinL2jNwjeRpHwTFeRSv9,0.983,0.259,0.0625,3.59e-06,0.1,-21.294,0.0483,76.588,0.182
7MAnaswAFhCkeE7fkL1C3g,0.932,0.141,0.049,0.886,0.127,-25.746,0.0517,49.396,0.184
3exBKAzjmT57jjH1TTFBni,0.992,0.401,0.127,0.87,0.0731,-23.464,0.0443,119.075,0.0466
7JC3Est8tdw3nMzBg2P2EQ,0.723,0.253,0.109,0.641,0.0721,-21.238,0.0355,113.484,0.0894
6kQsS6IALerD0Wa8PJloPf,0.482,0.233,0.537,0.773,0.0789,-13.141,0.0616,85.021,0.0857
1a7Z5exQ1nUBrCV4TV127U,0.995,0.454,0.0118,0.839,0.127,-33.317,0.0348,73.074,0.146
3YwpEWGk8QSIYPG8P4eOFx,0.98,0.115,0.0357,0.905,0.09,-24.281,0.0453,178.716,0.0555
3E07N0x6xVbt6LOtOeJOtb,0.972,0.0811,0.0157,0.441,0.105,-23.94,0.0426,81.884,0.0364
1MvddhnZis1nzjRiwpWhW1,0.929,0.176,0.0325,0.895,0.132,-22.866,0.0387,103.136,0.039
0JOZf6b4ubKHIVrwnxVbXQ,0.957,0.0685,0.0107,0.958,0.089,-28.516,0.041,76.187,0.0356
5h4bVElGkP6CryCHL8WMd8,0.952,0.498,0.0887,0.869,0.135,-18.499,0.0349,112.449,0.449
7sMWvMFg2eJ7pfVoeefS64,0.966,0.1,0.105,0.953,0.115,-15.831,0.0361,83.482,0.0993
5PtmAQ3m2jxhUkDVFQAJag,0.985,0.144,0.023,0.901,0.0908,-24.469,0.0463,94.496,0.132
7bYwm4LQaOsardfDdbVZg6,0.984,0.227,0.00106,0.95,0.0961,-40.607,0.0446,74.779,0.0357
3sO3HX4EP1jS9rZW9OvHCN,0.995,0.387,0.268,0.828,0.0942,-13.996,0.0348,113.357,0.337
6CeCOC2zx1qS8mQNYHe6IM,0.957,0.177,0.0188,0.446,0.635,-29.484,0.0367,146.472,0.0819
0O9KHU71WQkr8PAZl3Tpqb,0.985,0.339,0.135,0.722,0.0907,-21.072,0.0486,110.872,0.353
5zMuzsE5kvd54FwraufeeK,0.102,0.079,0.149,0.915,0.111,-20.372,0.0486,81.277,0.111
262HumMy5ZLcRgsP36CSyx,0.992,0.0624,0.0894,0.66,0.0577,-26.681,0.061,68.364,0.0368
3RbJx9eautRhPZ70vbDLu2,0.995,0.382,0.00892,0.956,0.072,-32.563,0.051,64.954,0.264
7uf3aFC1msj0t5cYImgOWy,0.925,0.241,0.122,0.66,0.126,-22.411,0.0497,66.325,0.187
3ytUgxZj1EYHb8zlk5VKk6,0.767,0.0804,0.0836,0.853,0.119,-21.007,0.04,82.14,0.0498
3LNsyHdo8MWl4mqbkzAvKh,0.989,0.198,0.0138,0.931,0.131,-30.715,0.039,69.315,0.0399
43a9SF39HIK863CEJwOHeg,0.953,0.193,0.0586,0.773,0.0625,-26.071,0.0395,103.437,0.155
2rxXooZErB9jPSqydorHuu,0.859,0.113,0.193,0.811,0.157,-20.555,0.0503,86.823,0.0608
5iqmsOWccrMzN6p6Q0xY28,0.933,0.414,0.333,0.0996,0.183,-15.548,0.0706,179.389,0.812
40GqIVzbcamQsIlWZsgUqo,0.807,0.208,0.133,0.781,0.115,-20.746,0.0402,136.86,0.118
3x4AbXBLj5t3x1OnAAVBiL,0.861,0.0602,0.113,0.976,0.109,-17.579,0.0427,62.271,0.0294
7CIoJE0JfVFcmmUY3fFojH,0.987,0.349,0.326,0.886,0.784,-15.347,0.0551,80.233,0.168
5410xnzJJ4jRKyl3Pp3jB9,0.992,0.298,0.114,0.874,0.0946,-17.593,0.0427,134.601,0.121
2fMn5KBVhGlBQZTGrSBeZ7,0.918,0.0636,0.0344,0.484,0.0941,-29.329,0.0503,65.937,0.0353
2oqgnxjyNYItifLYl9MzaW,0.978,0.124,0.0179,0.639,0.114,-32.271,0.0404,96.272,0.041
0TWducu0FOa75QjURpxPVn,0.989,0.422,0.217,0.865,0.0982,-19.031,0.042,108.521,0.38
21JQE4MOrdxF6YNtBkeTJo,0.956,0.0987,0.0677,0.775,0.212,-22.243,0.0441,88.279,0.0377
3Yh0UKUflS0LTuJjUJgKNI,0.937,0.388,0.263,0.775,0.0945,-20.396,0.0866,140.636,0.102
7qBdLnaOLZq3mwsuTkR3QI,0.921,0.212,0.0734,0.766,0.101,-19.839,0.038,121.245,0.0492
0qkMYjXnxz91fEnnuMZNi0,0.961,0.235,0.199,0.707,0.106,-25.239,0.0404,73.437,0.0763
5GkvPnH2sZRda9YSk92dcO,0.994,0.401,0.0323,0.922,0.0989,-25.753,0.0474,62.836,0.117
0PuxFPoTO5Ox8JLxO7JuZX,0.927,0.191,0.256,0.94,0.0687,-12.333,0.0364,138.64,0.142
7GF0vVzYmirHi3nWjHbbTh,0.94,0.357,0.172,0.88,0.0894,-16.119,0.0333,135.846,0.346
66m55ZqXx2Xlapb0eAyxr5,0.843,0.12,0.0774,0.905,0.137,-23.304,0.0362,92.315,0.0391
0JXLAImibeNEoBMZKywrGI,0.578,0.179,0.00761,0.757,0.0426,-37.35,0.0361,62.676,0.0388
2Ib5CtOZsbLiLlSw5vegzh,0.9,0.433,0.00683,0.0019,0.0885,-28.738,0.0367,106.328,0.0792
0kXITpDCCVDZYu0LPuEaEk,0.618,0.19,0.258,0.898,0.383,-14.91,0.0374,114.656,0.0361
4aPzYWZmmylsj4AxEMEh1Q,0.865,0.224,0.0259,0.207,0.0785,-24.274,0.0489,89.951,0.0749
1e2J4uRAGILDkk83bm46pz,0.868,0.551,0.251,0.0828,0.117,-18.763,0.0688,82.137,0.792
1Org5XClvfulvp1mrLUQuT,0.87,0.361,0.0765,0.909,0.107,-24.765,0.035,77.039,0.285
2IMAMTrvNJStRj1opG5QFf,0.717,0.339,0.34,2.06e-05,0.0845,-16.004,0.0406,126.986,0.77
1vMzyuKkIvB4d2kj7SCMv3,0.949,0.149,0.0312,0.639,0.1,-18.95,0.0469,78.744,0.0376
0hDA9MbcHvBpY9ukNTPoed,0.969,0.165,0.0906,0.882,0.0824,-21.69,0.0391,130.291,0.0581
7sAegd8lRXAYEW4utawKtf,0.93,0.325,0.216,0.864,0.0615,-20.203,0.0385,112.777,0.289
46hsqFjoa0eOxFL1FLIY3V,0.98,0.237,0.0929,0.0581,0.33,-24.771,0.0403,80.997,0.0629
2kfeWxnFx8aur6rCMiEt8P,0.974,0.298,0.068,0.836,0.0988,-22.769,0.0536,108.633,0.126
3k50KHT0WN72qktDX6yCpd,0.99,0.213,0.00946,0.000519,0.119,-31.875,0.044,75.103,0.0371
4lp0WIccE338F5jRuLFDlb,0.95,0.264,0.179,0.895,0.0782,-18.144,0.0391,109.59,0.12
4v3o4IJt1VRDNiM2LCoOXV,0.955,0.294,0.305,0.912,0.0989,-15.623,0.0386,96.574,0.187
4HEoHSEH8cEYGJBzOgXqX3,0.994,0.336,0.0255,0.891,0.186,-28.163,0.0525,63.588,0.0677
0ZAyQDwokbChHvAdYkb5h7,0.974,0.519,0.227,0.3,0.0825,-13.17,0.0836,71.361,0.32
1tf5l5Cur6hdwoStk1f1WY,0.87,0.213,0.018,0.14,0.19,-34.293,0.0426,124.931,0.0389
5NFdOi3KqJ76VfrMKKG7kt,0.966,0.227,0.234,0.846,0.11,-24.389,0.0329,78.388,0.354
2tNgLn3yUISsXYRo2L9xVC,0.995,0.406,0.0396,0.918,0.0885,-27.922,0.0415,109.875,0.075
4O0Yww5OIWyfBvWn6xN3CM,0.914,0.144,0.21,0.883,0.0694,-15.425,0.0344,88.771,0.084
1Z43fZwZBbyx2Z9EkWvNs5,0.992,0.348,0.0609,0.901,0.132,-28.538,0.0349,131.93,0.416
6W4OTAu8XW5p2Ac4aAIUDl,0.916,0.377,0.108,0.981,0.17,-23.493,0.0332,118.576,0.254
7vpL0VsR8wBGJ2vZKhxHNx,0.979,0.354,0.116,0.908,0.0721,-19.229,0.0478,146.956,0.181
5kSZceAL0NkkWeDNEgC14b,0.95,0.365,0.267,0.911,0.0997,-19.059,0.0454,154.74,0.32
6KMYMRtdJl6lrubE7MbVMN,0.957,0.0715,0.0485,0.928,0.11,-21.753,0.0422,77.504,0.0357
4nUkv8opB4P7e4fCzFU8ZW,0.89,0.0631,0.00784,0.197,0.108,-34.875,0.0474,69.565,0.033
1upQiytDIEZfl9ItruoXuC,0.927,0.204,0.0331,0.825,0.0954,-24.044,0.0487,116.2,0.0547
3zyeX4u4HUOC3NayEJOyck,0.983,0.0703,0.0293,0.482,0.223,-28.666,0.0495,77.459,0.0302
2g09gJN4OcTGr32JlENOPk,0.733,0.172,0.0939,0.913,0.15,-21.306,0.0355,77.213,0.0374
5QFdOfeQlX8gp7ick31XRG,0.492,0.277,0.182,0.782,0.125,-19.69,0.034,96.008,0.0357
