id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
0HG221RDXXGPtgu94LKKqI,0.659,0.516,0.297,0.0573,0.0763,-11.871,0.0252,88.126,0.289
53MCfYIjKkWZGKh5fxhoKt,0.752,0.464,0.329,0.0798,0.0675,-15.406,0.0357,95.813,0.639
6NTrpCqxtHMp3fnEsGIcky,0.9,0.438,0.133,0.838,0.108,-13.983,0.0382,119.633,0.167
7dzNuRBCw16p1lHKF0vYpx,0.986,0.691,0.187,0.935,0.162,-13.79,0.0507,95.035,0.692
3X3p3u03P8eFL8WTH0oaaU,0.872,0.615,0.204,0.382,0.071,-16.075,0.0439,96.47,0.496
7Bto5shUBaNnD3YDv1rnXv,0.87,0.689,0.267,0.866,0.0766,-11.567,0.0728,162.677,0.725
3PJMsxg6rz9FOo6xNiASXz,0.957,0.356,0.0937,0.096,0.209,-16.64,0.0353,86.669,0.278
7pKWTcPfT9mg2iAhobFHpS,0.955,0.552,0.171,0.877,0.122,-13.66,0.0544,102.4,0.152
5vb7At47uO0yPGfmYnAHuw,0.79,0.495,0.182,0.000368,0.129,-11.116,0.0467,112.89,0.203
3cm5GHqmFOAY8hpYdsbLDD,0.183,0.498,0.659,0.845,0.335,-8.829,0.0326,129.865,0.69
0GjOZkEk4jTSQq8PkuH097,0.611,0.405,0.176,0.15,0.0562,-15.245,0.0312,104.527,0.153
6HRUw67PN9Q8q4y2FDQOU6,0.706,0.764,0.478,0.00548,0.12,-13.003,0.0341,122.854,0.943
4K7VsIEk8jyAcvss7HJtas,0.569,0.534,0.333,3.17e-06,0.0773,-17.066,0.039,114.017,0.249
6qNWmjlMAW503WLZLfjUba,0.887,0.494,0.115,0.207,0.0778,-21.84,0.0352,94.437,0.49
44Vilsiw175y2IpL2nx66o,0.991,0.459,0.136,0.895,0.0927,-18.265,0.0727,142.836,0.375
7oB0QBEnGRIJjvlDc8YnM6,0.969,0.305,0.184,0.781,0.132,-18.342,0.0409,70.813,0.0771
1BMirA3vwj2NLamWkJsVYq,0.959,0.461,0.131,0.885,0.187,-14.808,0.0295,65.905,0.109
1X6fhUVwt7tzy7VPScVubq,0.583,0.304,0.488,0.186,0.125,-11.332,0.0283,96.8,0.536
3Ck8xIzxTvJqN42l7TsOa1,0.373,0.564,0.631,0.0,0.74,-8.031,0.0872,144.973,0.568
2JR1WeETsXmFR1kRC2oXXq,0.99,0.326,0.0575,0.887,0.281,-16.5,0.0393,127.397,0.301
0qCuFPwPAjHFg50wSxNWpU,0.569,0.438,0.714,0.0768,0.106,-9.341,0.0359,124.197,0.44
44YS5E6qhYW9KPaRbUj2Fc,0.924,0.776,0.372,0.711,0.0807,-8.604,0.0521,105.342,0.857
0T1EaGm6b9eM7xBf4F1hlc,0.718,0.468,0.459,0.00323,0.0944,-9.706,0.0305,124.346,0.179
1czzmAtPTw287TyMQEfCfg,0.9,0.412,0.195,0.709,0.106,-10.288,0.0331,133.918,0.0778
2YsxdgfdysICWS4Mrn25hd,0.873,0.642,0.196,0.00366,0.0907,-17.25,0.0359,119.619,0.258
1ASqQDG45adRth1NuejqqG,0.222,0.532,0.482,0.0,0.0696,-7.944,0.0381,172.604,0.575
6vT6GhO6th2JE3NBQRlhKL,0.367,0.406,0.289,0.897,0.0861,-15.662,0.0399,156.708,0.508
7I6HMnh8wWVkxbBIVFovSR,0.469,0.503,0.626,0.828,0.394,-18.596,0.115,120.86,0.666
4UbVqawutexP8Ymbw7ieRE,0.844,0.445,0.462,0.2,0.963,-12.437,0.0318,101.117,0.471
3oVxiRYsdchd7Avi3Xx0Bu,0.776,0.459,0.623,0.89,0.27,-8.286,0.0682,79.7,0.271
7v8xuRx4WC8BBGp4SNE0Xx,0.903,0.499,0.306,0.713,0.0561,-19.867,0.0413,92.848,0.822
7yzM0pEseQUpb6BMViOPEA,0.635,0.522,0.379,0.925,0.114,-14.096,0.0286,133.698,0.454
7hjfcGgarfTZkIvZa43C7e,0.809,0.766,0.601,0.806,0.0928,-13.247,0.0375,136.083,0.892
3Us7ZYk1MxPMvQu5mnI0Zw,0.853,0.479,0.435,0.779,0.11,-12.112,0.0404,139.786,0.602
29axpCDY8Gf5cJOZ8rG6AS,0.958,0.385,0.172,0.943,0.107,-20.744,0.0353,109.065,0.734
6ZgaUtMlUzUf7SqbUUnfbu,0.798,0.506,0.493,0.00355,0.307,-7.759,0.0427,134.77,0.584
6l2rEIbe62N5aGTwASmzTT,0.471,0.658,0.176,0.000523,0.0784,-17.306,0.0544,123.926,0.521
3QuSHJUfvuOyeKMS32Wckj,0.736,0.509,0.224,0.301,0.327,-11.123,0.0327,112.355,0.17
5vfQK8G9uaH0RJiG0yaMrX,0.945,0.708,0.163,0.902,0.108,-20.238,0.0871,106.314,0.876
2xm9ihELo6xwrRKrBbPql9,0.976,0.659,0.113,0.88,0.179,-16.756,0.0569,95.063,0.738
0shGCs5AkhwJIgUb0SSz2B,0.855,0.589,0.369,0.0,0.352,-8.678,0.0321,132.953,0.529
0V8x3DYx47gwmiy6g8pKEp,0.995,0.375,0.248,0.916,0.128,-17.894,0.0373,134.538,0.262
5GVMAnMTX3miLXxC3pTXJq,0.0483,0.466,0.517,0.813,0.0999,-11.768,0.0354,113.06,0.44
10TiIsRhDW0795Msycgs8E,0.888,0.341,0.404,0.861,0.111,-11.24,0.0347,86.565,0.272
4LbJFM4QRgvKoYU7nzj3Dx,0.463,0.362,0.411,0.819,0.133,-14.9,0.042,81.801,0.592
5RYXVImRSNAEQ4zKmuKTam,0.805,0.391,0.513,0.914,0.131,-13.444,0.0328,92.732,0.474
1N8kgdsicbNkQE0QettJvg,0.959,0.392,0.119,0.682,0.0972,-18.487,0.039,103.886,0.179
5ITJ5LkUkxc9ysYRJX4XH3,0.8,0.635,0.508,0.000165,0.143,-8.716,0.0352,103.797,0.817
5EyC753PepQXw6YEvnxTrF,0.823,0.341,0.368,0.0471,0.0536,-13.505,0.0307,155.898,0.304
0mhHQyfZS1vrjuoQd95zbT,0.665,0.565,0.431,8.37e-05,0.119,-15.405,0.0614,79.853,0.71
1wl5b2lw3YagQtZiYZbQWP,0.907,0.542,0.32,0.649,0.0609,-9.975,0.0387,116.648,0.206
1EUppC8KjHBgyLKb06OlA1,0.992,0.397,0.126,0.95,0.0995,-22.865,0.0405,102.641,0.318
18p1V9h39BkNj49Wa0uFES,0.102,0.454,0.561,0.352,0.262,-11.527,0.0789,115.354,0.718
2iHJLCaBQdymf5Rzd4fXUo,0.449,0.493,0.508,0.838,0.0488,-11.359,0.0879,134.273,0.534
5DzwNsYMbq5C56xNOUoRbI,0.608,0.435,0.491,0.0308,0.0947,-10.349,0.0453,174.143,0.82
65XhQCGWUESjTXw3YlEEqm,0.935,0.325,0.388,0.709,0.111,-11.37,0.031,110.614,0.402
4JpLVWSzaaQlgAET15YZb3,0.691,0.514,0.229,0.0,0.106,-13.663,0.0414,101.985,0.296
0S78qezX3QdsGDp3LPhV7T,0.103,0.292,0.754,0.852,0.105,-8.886,0.0651,116.994,0.37
3xyWojY10M9NSgnW0FZCbI,0.951,0.582,0.234,0.617,0.135,-10.15,0.0386,91.775,0.336
60p18YXhrzLNrAaUXL8Bu6,0.974,0.376,0.111,0.849,0.0874,-20.011,0.0531,63.963,0.107
5nfWH9Vn6PIaUnf2a9VthM,0.989,0.414,0.0955,0.93,0.105,-24.138,0.0417,81.042,0.194
16QhvfPMBLpo7sFqOqTff3,0.936,0.445,0.181,0.679,0.146,-11.747,0.0382,118.526,0.29
3ETaHTY7ACGLqjhYskQ2Hj,0.989,0.388,0.0374,0.859,0.649,-25.743,0.071,176.675,0.0722
5W929NhWXCHdFY8J5U38rU,0.873,0.559,0.13,0.154,0.116,-21.254,0.0317,87.018,0.181
4mIgA9Ib0aWjwUzNGUCNzO,0.792,0.373,0.603,0.0369,0.111,-12.506,0.0584,166.253,0.559
0XsbCr34semDxq0ZX84BCh,0.985,0.632,0.134,0.00126,0.285,-17.029,0.0532,89.088,0.618
7flQESHoCoDzirWF4IkKGq,0.982,0.417,0.397,0.804,0.185,-11.683,0.0558,201.162,0.737
4Vs4N5YF0kGubJBctvFJ4E,0.113,0.624,0.728,0.00147,0.0294,-7.885,0.113,99.588,0.901
34IQaMgUdIciIpNWN5CUbl,0.873,0.177,0.105,0.000395,0.0986,-14.362,0.0357,68.903,0.0917
7CnOzCWGrTINcDExG6u99y,0.837,0.58,0.48,0.00432,0.171,-7.682,0.0339,108.892,0.48
6Bbn9JXOc660jRCtzyzxll,0.942,0.561,0.0586,0.00425,0.132,-23.475,0.0524,106.377,0.32
6awA4ClWPPA35LFIwX5Pkh,0.56,0.331,0.609,0.884,0.711,-7.795,0.0459,81.18,0.413
4d3XHYFFuYYzxWr2cJ6yQl,0.876,0.487,0.145,0.822,0.149,-18.67,0.0522,110.134,0.142
40PNr2dXdU6WNceoM9Wtiu,0.889,0.353,0.288,0.561,0.0868,-13.858,0.0465,131.924,0.0484
1N8rs8JCTO0J6itg8OV24o,0.646,0.347,0.437,0.0653,0.258,-11.769,0.0468,126.405,0.359
6GuUOebDE9IgP8xFtQs5DW,0.946,0.467,0.179,0.773,0.135,-12.235,0.0486,140.474,0.305
6i7BrJ729QLUemr0i4rLU2,0.16,0.481,0.678,0.00324,0.191,-9.609,0.0323,89.224,0.579
5z15cDqIrx3pGlxjplr5PV,0.878,0.509,0.52,0.893,0.711,-14.876,0.0978,104.211,0.707
0xOwnhjdm8f79hoVEMFY93,0.995,0.489,0.0976,0.879,0.128,-18.428,0.0385,86.319,0.639
6GyMbU9ZWqHRqGJAUiIRP5,0.915,0.381,0.434,0.629,0.112,-7.341,0.0336,89.314,0.263
41CHb7F7SXcmkj0h8wekeF,0.98,0.484,0.0823,2.47e-06,0.159,-11.273,0.0364,127.089,0.191
2plqXe2wauMgMHQLSDwWBD,0.00861,0.709,0.934,0.195,0.386,-5.46,0.0357,119.973,0.918
7pR9ESwH8E0Y8z79PflnZY,0.367,0.502,0.409,0.544,0.102,-13.494,0.0592,121.873,0.369
7KUJeTrpC3Lwo0Nm79P4Ju,0.0294,0.597,0.731,0.782,0.0829,-6.1,0.0336,90.009,0.464
3NSPDDfM9xGG0mx2bOq11W,0.684,0.674,0.197,0.0485,0.0849,-19.232,0.0377,90.043,0.237
2V9ZGEAaTrNaQuck6WBxPG,0.632,0.506,0.581,0.913,0.0982,-6.568,0.0451,75.432,0.693
267lVml7gJ9xefwgO6E2Ag,0.711,0.324,0.394,0.00206,0.19,-11.385,0.0298,129.859,0.221
7sJaYRSgreqX7vtNozmoTg,0.952,0.291,0.19,0.00024,0.181,-12.327,0.0379,76.158,0.149
0Cvjlph1WGbwZY1PlMEtJY,0.904,0.363,0.129,1.52e-06,0.157,-14.304,0.0322,80.367,0.147
5zMXjQ2PmSjW42mT5w93zs,0.163,0.43,0.675,0.891,0.685,-10.513,0.306,202.523,0.645
6t65MC0hBqIXyiuaIL4JtT,0.261,0.453,0.528,0.745,0.107,-8.627,0.053,152.143,0.565
0WPHL9IRv1Nm4xu21qxgnw,0.978,0.514,0.0814,0.00873,0.219,-17.149,0.0361,64.97,0.232
360beQMahQ2FdZ9OmWYiBT,0.948,0.303,0.0141,0.0944,0.0792,-19.759,0.0418,171.439,0.157
08rTZ8jNknn8VBS3v2o8pT,0.972,0.439,0.082,0.893,0.0913,-17.066,0.0407,124.69,0.492
4BD61oILBbkkSojO7lcBPA,0.728,0.612,0.309,0.00738,0.146,-14.667,0.0257,100.748,0.28
6A5peQOx4yfbNUG4t1mEN6,0.906,0.428,0.428,0.00292,0.127,-13.533,0.135,171.898,0.767
1SH49GqeyitOd9C4kk9dTM,0.995,0.489,0.243,0.895,0.167,-22.478,0.0366,114.741,0.838
3pcmCjGpvJJseYmD2TPlEh,0.822,0.483,0.196,1e-06,0.127,-12.775,0.0285,70.217,0.297
2ulQ2Rx5fi0R8c0M3ETpj7,0.297,0.756,0.548,0.479,0.0787,-8.72,0.038,99.581,0.715
6yuhA5jlK7gEAIVoJ5WK1f,0.803,0.447,0.121,0.777,0.0695,-21.562,0.0378,121.761,0.0989
1xicvSO4CJ2ymqYgpk7DFh,0.442,0.553,0.546,0.000514,0.167,-7.459,0.0341,118.215,0.7
6Q7U4bTozx5kfLjWT81u7P,0.823,0.623,0.0986,0.0,0.23,-10.503,0.0413,123.772,0.524
3VZwP7d1U7tuQjb9JZrSRF,0.763,0.572,0.319,0.0116,0.104,-15.754,0.0283,130.62,0.41
0j8bnD1EGeUPjHBnXPHibI,0.964,0.563,0.297,0.939,0.115,-14.947,0.0549,111.304,0.654
5CcAkJMkqpx7vwyYq1CQQd,0.785,0.533,0.429,0.799,0.0982,-10.413,0.0323,91.473,0.543
4XUkIVq6olEHMIQEWpBn3t,0.695,0.344,0.476,0.768,0.0858,-15.217,0.0272,154.097,0.408
416r9TTLw4WO3YEIuZZHp8,0.643,0.381,0.313,0.0,0.212,-7.704,0.0258,88.0,0.438
5TjO0GOOon3R6YOnRFPwzk,0.943,0.59,0.285,0.729,0.106,-11.216,0.05,160.571,0.778
7jIE9yaNiRlm3KqyFeSQiX,0.719,0.312,0.302,0.329,0.108,-12.27,0.0385,99.948,0.139
09oBwhrXdwv0Xw2MkBBDPD,0.477,0.522,0.356,0.842,0.066,-11.034,0.0639,92.481,0.415
2BBD04jL8wOWW1e0jS52go,0.758,0.61,0.4,0.23,0.0709,-9.459,0.0618,177.672,0.314
186W9AFedgM2HOBRN3re10,0.483,0.432,0.427,0.923,0.0756,-12.133,0.0423,91.69,0.498
3ujbZ2FGIoTQG3v07tmV2D,0.564,0.632,0.32,3.83e-06,0.0903,-10.563,0.0461,122.516,0.354
7LohM56jH2aS3HZkwTKDFs,0.774,0.433,0.41,3.45e-06,0.11,-13.084,0.0519,115.25,0.465
4vBWNacHMiGtZs40whqX41,0.746,0.408,0.296,0.00679,0.0874,-14.454,0.0349,111.982,0.19
5H4bQ14RjOVM4eKtaIpn3B,0.991,0.779,0.452,0.818,0.0828,-10.351,0.0504,125.229,0.964
5VzX7mZUlGFPPuEcKm8mlV,0.849,0.153,0.212,0.87,0.0975,-21.348,0.0388,72.168,0.0383
2AdybYTfY2jpaHlLU1akSr,0.762,0.645,0.34,0.00191,0.0648,-11.614,0.0343,75.551,0.516
4DjTp1Cktd3OdvmNrCkTOi,0.398,0.549,0.315,0.604,0.102,-16.231,0.0307,137.551,0.384
6J30UyNUlxAvrBjMefTDhi,0.405,0.695,0.446,0.0616,0.107,-13.083,0.0411,124.355,0.819
2fJQmRWmlyqRxm8Pwdw7th,0.974,0.474,0.0488,0.842,0.582,-18.712,0.0396,117.764,0.0701
05LNBtMuc26HSAHh7C6iG8,0.605,0.552,0.509,0.509,0.0827,-9.828,0.0428,112.049,0.74
2Fc3GG0g44NbggiPUKM7AG,0.974,0.238,0.0536,0.948,0.106,-28.218,0.0515,68.031,0.116
0TZrmKSVNnRe4r8JjvJaoC,0.915,0.304,0.206,0.833,0.346,-15.986,0.03,87.786,0.262
3V3r5GlxyDjubv9TiZuw1s,0.75,0.578,0.62,0.00262,0.0605,-9.269,0.0407,115.543,0.748
1J9iVCaEriyoMXpj2XszhU,0.846,0.569,0.117,0.852,0.0978,-22.741,0.0446,60.483,0.101
7ij7UtqIKu2dP1qq5738rV,0.734,0.565,0.23,0.000713,0.105,-17.681,0.0768,78.712,0.669
3XPYMyW85vr0TxFcCu5fAj,0.000602,0.319,0.863,0.631,0.0608,-10.515,0.0601,143.87,0.645
6gVXJNHw1DBEaGEMJgTj1k,0.86,0.431,0.0843,0.348,0.111,-20.055,0.0336,108.659,0.0838
5H9YotJfoPlfGRwo0BaK0v,0.969,0.455,0.0697,0.893,0.113,-22.807,0.0345,111.59,0.0397
4p4y9pQQBER6vMFrHVsXwD,0.85,0.595,0.404,0.000319,0.188,-9.722,0.0455,155.753,0.72
4A8VMiwggF5OrCPkuqAlPx,0.956,0.592,0.35,0.828,0.105,-11.249,0.0384,169.226,0.704
6oWhUfePc5h9r5pfw7wvPN,0.814,0.704,0.277,0.756,0.0845,-11.675,0.035,90.38,0.322
2pp3RfqX5cb1BAnmNi4Nej,0.732,0.388,0.327,0.00103,0.15,-12.522,0.0317,107.894,0.222
4ymHy4hzJ09WxvvT7p0Azy,0.978,0.575,0.0935,0.452,0.109,-15.906,0.0858,65.23,0.301
7jlmo5JvOnnTcUIEn4HoRw,0.177,0.701,0.781,0.0,0.138,-10.139,0.129,138.012,0.773
07jrvCmNfEglvbjxPZ3GIv,0.942,0.523,0.117,0.657,0.0999,-18.738,0.0435,108.145,0.238
0efBjbKXXPXqUu5HmZHzW5,0.8,0.483,0.471,0.163,0.325,-16.262,0.0721,129.934,0.694
75sAWnVBYaaYs1mWbB05Qg,0.727,0.571,0.542,0.0339,0.373,-9.033,0.0304,158.001,0.539
1CuE5ugqnQLdsvvamUqK2k,0.235,0.394,0.545,0.897,0.693,-12.589,0.0423,139.919,0.656
77N8NXUkbGwF7WuUjAlf9O,0.986,0.287,0.0484,0.00535,0.155,-15.757,0.0462,61.93,0.148
40xBWqPsiABS3T6BQi55uF,0.769,0.504,0.285,1.33e-05,0.0726,-14.062,0.0346,144.83,0.304
3oSBVpyGQ9N3hPibpw0GkB,0.985,0.431,0.0468,0.864,0.0841,-17.802,0.0471,106.786,0.0731
76XqHxPg6spx9xILgC99Fg,0.697,0.645,0.146,0.29,0.116,-24.47,0.107,142.824,0.697
7DaMc5geC3tDco5ejhXqw3,0.498,0.657,0.891,0.894,0.221,-7.765,0.0615,93.891,0.819
2wQibCPuFdiaNm9tVKXanF,0.738,0.479,0.61,0.324,0.0775,-9.711,0.0474,108.333,0.68
0TKfIrCoyVr7aoDKFskiIe,0.639,0.69,0.626,4.3e-05,0.11,-7.146,0.0636,135.31,0.602
6M2eyeYWZYUjIOLhUEGWiZ,0.8,0.559,0.278,0.0,0.153,-13.754,0.0404,133.144,0.501
0Itt9qGC5V1BKKgI72RTDn,0.93,0.607,0.259,0.0,0.0947,-12.06,0.0351,86.758,0.246
6T4Med9aMXFnxLOEO2J87S,0.481,0.411,0.34,0.208,0.887,-16.81,0.0569,80.667,0.385
1Ku5vu9Crncz8ixeT4Ijxc,0.828,0.461,0.372,0.000178,0.131,-11.01,0.0327,119.886,0.302
7FXj7Qg3YorUxdrzvrcY25,0.523,0.635,0.299,4.1e-06,0.0826,-12.279,0.061,119.62,0.391
0rN5I9uWxtJqlND6tzqOxJ,0.116,0.442,0.552,0.017,0.224,-10.531,0.0349,109.904,0.365
1tckg6GRaTodmxnDd4Cxkl,0.39,0.485,0.551,0.0,0.0814,-11.115,0.0283,116.162,0.452
094P9Go47bQKJ5Do15lt69,0.639,0.536,0.188,0.0,0.108,-15.217,0.0776,100.378,0.392
4mraRJO2iZA5WQ5dxlSQx9,0.964,0.351,0.0079,0.944,0.0949,-27.866,0.0323,132.805,0.041
0us5TI6Wi0gVyOZMwXbOnO,0.164,0.402,0.52,0.671,0.0963,-11.833,0.028,167.26,0.627
5xoQDcAjk0AaOU8QBZ4w4w,0.653,0.447,0.535,0.0146,0.171,-8.205,0.0347,129.539,0.838
1RZ8JKowmKa4kkA8QApIEn,0.856,0.368,0.163,0.00381,0.116,-17.181,0.0437,169.173,0.0367
4KlXeaheot0OI9PoOWspvZ,0.546,0.792,0.301,0.821,0.077,-9.925,0.0409,89.878,0.424
5QXDD5E0bWRdsgW0bQTYRG,0.0777,0.396,0.756,0.84,0.0388,-7.522,0.114,109.689,0.561
09tpUc2aKL43haVl13dwGv,0.501,0.426,0.801,0.0681,0.221,-11.076,0.068,79.093,0.313
0YhaRPBhAVHZcdileuPtJM,0.685,0.463,0.585,0.66,0.0879,-11.089,0.0392,136.399,0.419
4mgiughUzH0A9Vv80cTBjH,0.74,0.611,0.532,0.812,0.08,-11.411,0.0531,114.426,0.599
71h2nPELjmBCxKdFamDRkd,0.469,0.337,0.421,0.000148,0.17,-16.683,0.0489,112.565,0.425
3ZikLQCnH3SIswlGENBcKe,0.694,0.277,0.242,0.464,0.113,-18.442,0.0342,175.384,0.285
2O0gI5BzsS8tlfGCRDJXZV,0.866,0.508,0.259,0.268,0.131,-12.908,0.0409,75.393,0.56
4g0c2RfsCWOvXlyDLJjGoc,0.176,0.412,0.498,0.906,0.0799,-10.982,0.0395,81.922,0.113
4i3VL3Rs0ARoUOIANrJDzR,0.689,0.465,0.185,0.00631,0.191,-17.252,0.0459,73.167,0.425
7ndRluuhCWFbz9QdrxIuso,0.303,0.436,0.7,0.0,0.141,-4.663,0.178,202.152,0.842
2sqqUTxbQ5YXMy1VRkuiZ3,0.956,0.634,0.3,0.105,0.108,-16.665,0.0662,128.103,0.657
1TyR326TWw2J0TE7R3v4zt,0.87,0.544,0.314,0.894,0.295,-15.196,0.0363,156.953,0.587
4PfdoGUe3sNDtrIZmeTIOF,0.124,0.352,0.664,0.764,0.115,-13.291,0.0326,134.418,0.492
5h3qo8KcaFLQ7WuseUL2ak,0.523,0.4,0.357,1.79e-05,0.313,-15.48,0.0331,91.689,0.657
07nAIz8dFcRLCQZWduT8Da,0.605,0.442,0.824,0.499,0.734,-5.061,0.166,154.469,0.727
0hVXLEvV5RQXVAGs9WipND,0.99,0.783,0.239,0.0697,0.0839,-12.663,0.127,101.876,0.838
2Xlp3XSlVGB7oWgxlyo5oT,0.836,0.604,0.608,0.37,0.223,-8.835,0.0431,128.22,0.904
3opq9NFfO4B0ixzi3CE0Qn,0.704,0.609,0.803,0.556,0.117,-10.787,0.0609,105.464,0.529
1to5IySvboywOgXW9jCjDn,0.912,0.546,0.196,0.734,0.105,-11.154,0.0423,143.762,0.325
3s8Anp8dKObIw8Zy8uGgYC,0.0171,0.693,0.603,0.0112,0.0693,-10.675,0.0378,103.552,0.823
6wArn5Y3UEmctgj5AsADnp,0.819,0.574,0.593,0.849,0.0839,-11.053,0.0786,121.495,0.928
7cBrqDjvY5xz6WGfOk1k5k,0.946,0.0776,0.0689,0.446,0.2,-22.499,0.0479,59.527,0.0324
4ziNEnmyNT3AJL98nfXr0D,0.442,0.466,0.395,0.00531,0.278,-18.022,0.0432,118.5,0.664
3w9aqoFw14q4p0YgwBZrhJ,0.853,0.744,0.158,0.0,0.173,-17.615,0.0744,119.739,0.707
0GrNjx2fUXVbRcjhkYrDAX,0.891,0.657,0.122,0.000463,0.117,-19.444,0.0444,129.993,0.375
1qzOAxBlcEmqfT5WnayGO5,0.923,0.485,0.167,0.912,0.0955,-17.617,0.0367,118.594,0.101
1m3BAsNsQAaSNMD2M6vlKY,0.476,0.682,0.752,0.863,0.0768,-9.521,0.0454,81.081,0.964
4pcAFbCrVfRy18NZGnighC,0.181,0.702,0.811,0.129,0.367,-7.432,0.0699,130.215,0.831
3I9N1FJLNSFLOhtkmamMQS,0.024,0.483,0.617,0.889,0.262,-9.488,0.0284,140.695,0.553
3Scauhkn7ua5V5XkxJpFf2,0.985,0.519,0.0668,0.841,0.111,-19.866,0.0365,62.211,0.237
6QjReBcA4E9BpPOha4Ek6V,0.249,0.534,0.524,0.418,0.096,-9.931,0.0332,118.84,0.582
1iN2trMoDZietCdDuCVLfW,0.571,0.418,0.603,0.411,0.0877,-12.621,0.326,59.799,0.357
4p6upktU3Ms5LiFuwzXAV3,0.976,0.482,0.0989,0.913,0.111,-17.438,0.0317,60.434,0.497
56IQUfsUskt9VHe6YM6kue,0.973,0.38,0.155,1.7e-05,0.0977,-11.977,0.0311,94.23,0.127
0iIeXQ43VfcQXlsMSLMl1c,0.831,0.43,0.236,0.562,0.185,-16.662,0.0532,120.568,0.313
53V11PJy2Kjubbt7J8IC8c,0.96,0.71,0.232,0.000261,0.0956,-11.399,0.0928,109.205,0.686
3RwcvDHkNPc2YXFz7kOBTN,0.895,0.547,0.199,0.89,0.126,-19.449,0.0539,127.466,0.3
25j0gLYyAdxbh0gphaSiOd,0.826,0.444,0.314,0.88,0.105,-13.746,0.0331,138.304,0.273
5Tmnulmezi9JdtAGnv7hrD,0.99,0.216,0.11,0.818,0.0666,-19.935,0.0485,71.781,0.143
3kXJcMyhICI8U85Ce0WAED,0.892,0.22,0.0763,0.0217,0.0548,-22.32,0.0412,97.015,0.051
7JQfc4yI4R8E4WOUYR7HD9,0.956,0.252,0.0516,0.928,0.102,-21.321,0.0313,79.857,0.0299
6mo6D7Jh6guYnbcq7wZVlg,0.963,0.301,0.066,0.881,0.249,-20.052,0.0414,80.091,0.176
2yUNna6E6MKHiCkKdvA5Uo,0.927,0.156,0.0262,0.631,0.175,-26.034,0.0375,135.369,0.0374
1H9rGpQ1Xqh45Y13mzfJvU,0.983,0.138,0.0121,0.833,0.12,-25.735,0.0442,95.1,0.0661
2nXkOW4fesxDw080qVVfTK,0.994,0.261,0.0139,0.918,0.101,-30.363,0.0401,171.685,0.186
0bcGY7mfG10QfeaDbz97hC,0.992,0.272,0.00397,0.9,0.0763,-31.601,0.0475,72.059,0.19
1IM8x4lxZVOOP9gpQD6c5s,0.906,0.442,0.181,0.656,0.0598,-20.419,0.0443,115.884,0.172
53KU8BrYZuxZOb3jqDm4ix,0.723,0.39,0.0432,0.000303,0.108,-24.344,0.0506,147.436,0.326
18mjTyCpqUWuF1HedQZW4s,0.929,0.318,0.188,0.315,0.0978,-19.257,0.0321,80.756,0.22
644es5aYPJghtZLjM1rmSP,0.843,0.488,0.0629,0.406,0.133,-21.524,0.0342,104.311,0.175
7JhTcgo91ELuSZb31yTtH6,0.937,0.468,0.275,0.662,0.335,-18.29,0.0403,114.009,0.683
1QmhkjuUlosROqKk59sBSK,0.996,0.179,0.026,0.89,0.0836,-30.937,0.0385,77.116,0.068
74K5lZTuJa2w87IPTzxKaz,0.865,0.214,0.272,0.916,0.115,-13.276,0.0383,113.469,0.124
4fGNcmaagZKOZ5bIgqosLg,0.968,0.458,0.0339,0.868,0.11,-26.295,0.0473,102.268,0.46
6HGzj1FMXVBAi2AtBCbhCQ,0.74,0.184,0.0878,0.883,0.225,-19.386,0.0409,81.679,0.163
4bnCkXd6QSOe4gbuW81Iiv,0.842,0.388,0.199,0.905,0.666,-21.633,0.0338,110.622,0.347
0BqbWiOxccb0qQshm3Whjt,0.876,0.155,0.0958,0.896,0.389,-18.049,0.0393,139.609,0.0372
0znpGssNRK5xBCvxOgfmVS,0.954,0.182,0.0195,0.922,0.3,-30.831,0.0411,65.614,0.0364
1ZNlk8aE9BhgCxTlm53KAX,0.929,0.0883,0.0624,0.957,0.0739,-26.789,0.0387,70.953,0.044
7jXHtvJdsos3twI9tyCDu4,0.936,0.114,0.215,0.977,0.108,-16.069,0.044,85.335,0.0385
4WfcsHiOeozjw4Xzsjz17n,0.911,0.188,0.101,0.0481,0.174,-18.914,0.0455,137.938,0.0707
3T9HSgS5jBFdXIBPav51gj,0.986,0.228,0.179,0.954,0.0575,-15.727,0.0382,104.304,0.0378
4Wa9WkQSacZDsJQgov27DA,0.893,0.253,0.0251,0.901,0.114,-22.818,0.0433,106.235,0.0312
1joz1gAJbHtMUK3IDW2k7K,0.812,0.466,0.0259,0.0094,0.251,-31.856,0.038,114.537,0.138
1yDGdTKDpVYBarUyOFXwcF,0.573,0.185,0.13,0.0806,0.134,-21.339,0.0362,61.864,0.443
5mTcBl0HXShCJuMV0hXbo6,0.996,0.287,0.0685,0.909,0.218,-23.712,0.0425,64.955,0.174
72avKXjk0UTESGbVsxmjwG,0.992,0.28,0.0058,0.795,0.0613,-36.734,0.0493,75.931,0.0395
0Ki3VDGuQinEgTydwrhml7,0.995,0.333,0.223,0.874,0.0955,-18.798,0.0406,115.751,0.432
3DNRdudZ2SstnDCVKFdXxG,0.995,0.184,0.00527,0.887,0.173,-37.264,0.0432,170.612,0.151
